Category	Gene
Early Phase of HIV Life Cycle	BANF1
Early Phase of HIV Life Cycle	CCR5
Early Phase of HIV Life Cycle	CD4
Early Phase of HIV Life Cycle	CXCR4
Early Phase of HIV Life Cycle	FEN1
Early Phase of HIV Life Cycle	HMGA1
Early Phase of HIV Life Cycle	LIG1
Early Phase of HIV Life Cycle	LIG4
Early Phase of HIV Life Cycle	PPIA
Early Phase of HIV Life Cycle	PSIP1
Early Phase of HIV Life Cycle	XRCC4
Early Phase of HIV Life Cycle	XRCC5
Early Phase of HIV Life Cycle	XRCC6
Early Phase of HIV Life Cycle	env
Early Phase of HIV Life Cycle	gag
Early Phase of HIV Life Cycle	gag-pol
Early Phase of HIV Life Cycle	rev
Early Phase of HIV Life Cycle	vif
Early Phase of HIV Life Cycle	vpr
Early Phase of HIV Life Cycle	vpu
Effects of PIP2 hydrolysis	DAGLA
Effects of PIP2 hydrolysis	DAGLB
Effects of PIP2 hydrolysis	DGKA
Effects of PIP2 hydrolysis	DGKB
Effects of PIP2 hydrolysis	DGKD
Effects of PIP2 hydrolysis	DGKE
Effects of PIP2 hydrolysis	DGKG
Effects of PIP2 hydrolysis	DGKH
Effects of PIP2 hydrolysis	DGKI
Effects of PIP2 hydrolysis	DGKK
Effects of PIP2 hydrolysis	DGKQ
Effects of PIP2 hydrolysis	DGKZ
Effects of PIP2 hydrolysis	ITPR1
Effects of PIP2 hydrolysis	ITPR2
Effects of PIP2 hydrolysis	ITPR3
Effects of PIP2 hydrolysis	MGLL
Effects of PIP2 hydrolysis	PRKCD
Effects of PIP2 hydrolysis	PRKCE
Effects of PIP2 hydrolysis	PRKCH
Effects of PIP2 hydrolysis	PRKCQ
Effects of PIP2 hydrolysis	RASGRP1
Effects of PIP2 hydrolysis	RASGRP2
Effects of PIP2 hydrolysis	TRPC3
Effects of PIP2 hydrolysis	TRPC6
Effects of PIP2 hydrolysis	TRPC7
Eicosanoid ligand-binding receptors	CYSLTR1
Eicosanoid ligand-binding receptors	CYSLTR2
Eicosanoid ligand-binding receptors	GPR17
Eicosanoid ligand-binding receptors	GPR44
Eicosanoid ligand-binding receptors	LTB4R
Eicosanoid ligand-binding receptors	LTB4R2
Eicosanoid ligand-binding receptors	OXER1
Eicosanoid ligand-binding receptors	PTGDR
Eicosanoid ligand-binding receptors	PTGER1
Eicosanoid ligand-binding receptors	PTGER2
Eicosanoid ligand-binding receptors	PTGER3
Eicosanoid ligand-binding receptors	PTGER4
Eicosanoid ligand-binding receptors	PTGFR
Eicosanoid ligand-binding receptors	PTGIR
Eicosanoid ligand-binding receptors	TBXA2R
Eicosanoids	CYP4F2
Eicosanoids	CYP4F3
Eicosanoids	CYP4F8
Eicosanoids	PTGIS
Eicosanoids	TBXAS1
Electric Transmission Across Gap Junctions	GJA10
Electric Transmission Across Gap Junctions	GJC1
Electric Transmission Across Gap Junctions	GJD2
Electric Transmission Across Gap Junctions	PANX1
Electric Transmission Across Gap Junctions	PANX2
Elevation of cytosolic Ca2+ levels	ITPR1
Elevation of cytosolic Ca2+ levels	ITPR2
Elevation of cytosolic Ca2+ levels	ITPR3
Elevation of cytosolic Ca2+ levels	ORAI1
Elevation of cytosolic Ca2+ levels	P2RX1
Elevation of cytosolic Ca2+ levels	STIM1
Elevation of cytosolic Ca2+ levels	TRPC3
Elevation of cytosolic Ca2+ levels	TRPC6
Elevation of cytosolic Ca2+ levels	TRPC7
Elongation arrest and recovery	CCNT1
Elongation arrest and recovery	CCNT2
Elongation arrest and recovery	CDK9
Elongation arrest and recovery	COBRA1
Elongation arrest and recovery	CTDP1
Elongation arrest and recovery	ELL
Elongation arrest and recovery	GTF2F1
Elongation arrest and recovery	GTF2F2
Elongation arrest and recovery	POLR2A
Elongation arrest and recovery	POLR2B
Elongation arrest and recovery	POLR2C
Elongation arrest and recovery	POLR2D
Elongation arrest and recovery	POLR2E
Elongation arrest and recovery	POLR2F
Elongation arrest and recovery	POLR2G
Elongation arrest and recovery	POLR2H
Elongation arrest and recovery	POLR2I
Elongation arrest and recovery	POLR2J
Elongation arrest and recovery	POLR2K
Elongation arrest and recovery	POLR2L
Elongation arrest and recovery	RDBP
Elongation arrest and recovery	SSRP1
Elongation arrest and recovery	SUPT16H
Elongation arrest and recovery	SUPT4H1
Elongation arrest and recovery	SUPT5H
Elongation arrest and recovery	TCEA1
Elongation arrest and recovery	TCEB1
Elongation arrest and recovery	TCEB2
Elongation arrest and recovery	TCEB3
Elongation arrest and recovery	TH1L
Elongation arrest and recovery	WHSC2
Endogenous sterols	CYP11A1
Endogenous sterols	CYP11B1
Endogenous sterols	CYP11B2
Endogenous sterols	CYP17A1
Endogenous sterols	CYP19A1
Endogenous sterols	CYP1B1
Endogenous sterols	CYP21A2
Endogenous sterols	CYP27A1
Endogenous sterols	CYP39A1
Endogenous sterols	CYP46A1
Endogenous sterols	CYP51A1
Endogenous sterols	CYP7A1
Endogenous sterols	CYP7B1
Endogenous sterols	CYP8B1
Endogenous sterols	POMC
Endosomal Sorting Complex Required For Transport (ESCRT)	CHMP2A
Endosomal Sorting Complex Required For Transport (ESCRT)	CHMP2B
Endosomal Sorting Complex Required For Transport (ESCRT)	CHMP3
Endosomal Sorting Complex Required For Transport (ESCRT)	CHMP4A
Endosomal Sorting Complex Required For Transport (ESCRT)	CHMP4B
Endosomal Sorting Complex Required For Transport (ESCRT)	CHMP4C
Endosomal Sorting Complex Required For Transport (ESCRT)	CHMP5
Endosomal Sorting Complex Required For Transport (ESCRT)	CHMP6
Endosomal Sorting Complex Required For Transport (ESCRT)	CHMP7
Endosomal Sorting Complex Required For Transport (ESCRT)	HGS
Endosomal Sorting Complex Required For Transport (ESCRT)	RPS27A
Endosomal Sorting Complex Required For Transport (ESCRT)	SNF8
Endosomal Sorting Complex Required For Transport (ESCRT)	STAM
Endosomal Sorting Complex Required For Transport (ESCRT)	STAM2
Endosomal Sorting Complex Required For Transport (ESCRT)	TSG101
Endosomal Sorting Complex Required For Transport (ESCRT)	UBA52
Endosomal Sorting Complex Required For Transport (ESCRT)	UBB
Endosomal Sorting Complex Required For Transport (ESCRT)	UBC
Endosomal Sorting Complex Required For Transport (ESCRT)	VPS25
Endosomal Sorting Complex Required For Transport (ESCRT)	VPS28
Endosomal Sorting Complex Required For Transport (ESCRT)	VPS36
Endosomal Sorting Complex Required For Transport (ESCRT)	VPS37A
Endosomal Sorting Complex Required For Transport (ESCRT)	VPS37B
Endosomal Sorting Complex Required For Transport (ESCRT)	VPS37C
Endosomal Sorting Complex Required For Transport (ESCRT)	VPS37D
Endosomal Sorting Complex Required For Transport (ESCRT)	VPS4A
Endosomal Sorting Complex Required For Transport (ESCRT)	VPS4B
Endosomal Sorting Complex Required For Transport (ESCRT)	VTA1
Endosomal/Vacuolar pathway	B2M
Endosomal/Vacuolar pathway	CTSS
Endosomal/Vacuolar pathway	HLA-A
Endosomal/Vacuolar pathway	HLA-B
Endosomal/Vacuolar pathway	HLA-C
Endosomal/Vacuolar pathway	HLA-E
Endosomal/Vacuolar pathway	HLA-F
Endosomal/Vacuolar pathway	HLA-G
Endosomal/Vacuolar pathway	LNPEP
Energy dependent regulation of mTOR by LKB1-AMPK	CAB39
Energy dependent regulation of mTOR by LKB1-AMPK	CAB39L
Energy dependent regulation of mTOR by LKB1-AMPK	PPM1A
Energy dependent regulation of mTOR by LKB1-AMPK	PRKAA1
Energy dependent regulation of mTOR by LKB1-AMPK	PRKAA2
Energy dependent regulation of mTOR by LKB1-AMPK	PRKAB1
Energy dependent regulation of mTOR by LKB1-AMPK	PRKAB2
Energy dependent regulation of mTOR by LKB1-AMPK	PRKAG1
Energy dependent regulation of mTOR by LKB1-AMPK	PRKAG2
Energy dependent regulation of mTOR by LKB1-AMPK	PRKAG3
Energy dependent regulation of mTOR by LKB1-AMPK	RHEB
Energy dependent regulation of mTOR by LKB1-AMPK	RPTOR
Energy dependent regulation of mTOR by LKB1-AMPK	STK11
Energy dependent regulation of mTOR by LKB1-AMPK	STRADA
Energy dependent regulation of mTOR by LKB1-AMPK	STRADB
Energy dependent regulation of mTOR by LKB1-AMPK	TSC1
Energy dependent regulation of mTOR by LKB1-AMPK	TSC2
Entry of Influenza Virion into Host Cell via Endocytosis	CLTA
Entry of Influenza Virion into Host Cell via Endocytosis	CLTC
Entry of Influenza Virion into Host Cell via Endocytosis	HA
Entry of Influenza Virion into Host Cell via Endocytosis	M
Entry of Influenza Virion into Host Cell via Endocytosis	NA
Entry of Influenza Virion into Host Cell via Endocytosis	NP
Entry of Influenza Virion into Host Cell via Endocytosis	NS
Entry of Influenza Virion into Host Cell via Endocytosis	PA
Entry of Influenza Virion into Host Cell via Endocytosis	PB1
Entry of Influenza Virion into Host Cell via Endocytosis	PB2
Enzymatic degradation of Dopamine by monoamine oxidase	COMT
Enzymatic degradation of Dopamine by monoamine oxidase	MAOA
Enzymatic degradation of dopamine by COMT	COMT
Enzymatic degradation of dopamine by COMT	MAOA
Estrogen biosynthesis	CYP19A1
Estrogen biosynthesis	HSD17B1
Ethanol oxidation	ACSS1
Ethanol oxidation	ACSS2
Ethanol oxidation	ADH1A
Ethanol oxidation	ADH1B
Ethanol oxidation	ADH1C
Ethanol oxidation	ADH4
Ethanol oxidation	ADH6
Ethanol oxidation	ADH7
Ethanol oxidation	ALDH1A1
Ethanol oxidation	ALDH2
Eukaryotic Translation Elongation	EEF1A1
Eukaryotic Translation Elongation	EEF1B2
Eukaryotic Translation Elongation	EEF1D
Eukaryotic Translation Elongation	EEF1G
Eukaryotic Translation Elongation	EEF2
Eukaryotic Translation Elongation	FAU
Eukaryotic Translation Elongation	RPL10
Eukaryotic Translation Elongation	RPL10A
Eukaryotic Translation Elongation	RPL11
Eukaryotic Translation Elongation	RPL12
Eukaryotic Translation Elongation	RPL13
Eukaryotic Translation Elongation	RPL13A
Eukaryotic Translation Elongation	RPL14
Eukaryotic Translation Elongation	RPL15
Eukaryotic Translation Elongation	RPL17
Eukaryotic Translation Elongation	RPL18
Eukaryotic Translation Elongation	RPL18A
Eukaryotic Translation Elongation	RPL19
Eukaryotic Translation Elongation	RPL21
Eukaryotic Translation Elongation	RPL22
Eukaryotic Translation Elongation	RPL23
Eukaryotic Translation Elongation	RPL23A
Eukaryotic Translation Elongation	RPL24
Eukaryotic Translation Elongation	RPL26
Eukaryotic Translation Elongation	RPL26L1
Eukaryotic Translation Elongation	RPL27
Eukaryotic Translation Elongation	RPL27A
Eukaryotic Translation Elongation	RPL28
Eukaryotic Translation Elongation	RPL29
Eukaryotic Translation Elongation	RPL3
Eukaryotic Translation Elongation	RPL30
Eukaryotic Translation Elongation	RPL31
Eukaryotic Translation Elongation	RPL32
Eukaryotic Translation Elongation	RPL34
Eukaryotic Translation Elongation	RPL35
Eukaryotic Translation Elongation	RPL35A
Eukaryotic Translation Elongation	RPL36
Eukaryotic Translation Elongation	RPL36A
Eukaryotic Translation Elongation	RPL37
Eukaryotic Translation Elongation	RPL37A
Eukaryotic Translation Elongation	RPL38
Eukaryotic Translation Elongation	RPL39
Eukaryotic Translation Elongation	RPL3L
Eukaryotic Translation Elongation	RPL4
Eukaryotic Translation Elongation	RPL41
Eukaryotic Translation Elongation	RPL5
Eukaryotic Translation Elongation	RPL6
Eukaryotic Translation Elongation	RPL7
Eukaryotic Translation Elongation	RPL7A
Eukaryotic Translation Elongation	RPL8
Eukaryotic Translation Elongation	RPL9
Eukaryotic Translation Elongation	RPLP0
Eukaryotic Translation Elongation	RPLP1
Eukaryotic Translation Elongation	RPLP2
Eukaryotic Translation Elongation	RPS10
Eukaryotic Translation Elongation	RPS11
Eukaryotic Translation Initiation	EIF1AX
Eukaryotic Translation Initiation	EIF2B1
Eukaryotic Translation Initiation	EIF2B2
Eukaryotic Translation Initiation	EIF2B3
Eukaryotic Translation Initiation	EIF2B4
Eukaryotic Translation Initiation	EIF2B5
Eukaryotic Translation Initiation	EIF2S1
Eukaryotic Translation Initiation	EIF2S2
Eukaryotic Translation Initiation	EIF2S3
Eukaryotic Translation Initiation	EIF3A
Eukaryotic Translation Initiation	EIF3B
Eukaryotic Translation Initiation	EIF3C
Eukaryotic Translation Initiation	EIF3D
Eukaryotic Translation Initiation	EIF3E
Eukaryotic Translation Initiation	EIF3F
Eukaryotic Translation Initiation	EIF3G
Eukaryotic Translation Initiation	EIF3H
Eukaryotic Translation Initiation	EIF3I
Eukaryotic Translation Initiation	EIF3J
Eukaryotic Translation Initiation	EIF3K
Eukaryotic Translation Initiation	EIF4A1
Eukaryotic Translation Initiation	EIF4A2
Eukaryotic Translation Initiation	EIF4B
Eukaryotic Translation Initiation	EIF4E
Eukaryotic Translation Initiation	EIF4EBP1
Eukaryotic Translation Initiation	EIF4G1
Eukaryotic Translation Initiation	EIF4H
Eukaryotic Translation Initiation	EIF5
Eukaryotic Translation Initiation	EIF5B
Eukaryotic Translation Initiation	FAU
Eukaryotic Translation Initiation	PABPC1
Eukaryotic Translation Initiation	RPL10
Eukaryotic Translation Initiation	RPL10A
Eukaryotic Translation Initiation	RPL11
Eukaryotic Translation Initiation	RPL12
Eukaryotic Translation Initiation	RPL13
Eukaryotic Translation Initiation	RPL13A
Eukaryotic Translation Initiation	RPL14
Eukaryotic Translation Initiation	RPL15
Eukaryotic Translation Initiation	RPL17
Eukaryotic Translation Initiation	RPL18
Eukaryotic Translation Initiation	RPL18A
Eukaryotic Translation Initiation	RPL19
Eukaryotic Translation Initiation	RPL21
Eukaryotic Translation Initiation	RPL22
Eukaryotic Translation Initiation	RPL23
Eukaryotic Translation Initiation	RPL23A
Eukaryotic Translation Initiation	RPL24
Eukaryotic Translation Initiation	RPL26
Eukaryotic Translation Initiation	RPL26L1
Eukaryotic Translation Initiation	RPL27
Eukaryotic Translation Initiation	RPL27A
Eukaryotic Translation Initiation	RPL28
Eukaryotic Translation Initiation	RPL29
Eukaryotic Translation Termination	ETF1
Eukaryotic Translation Termination	FAU
Eukaryotic Translation Termination	GSPT2
Eukaryotic Translation Termination	RPL10
Eukaryotic Translation Termination	RPL10A
Eukaryotic Translation Termination	RPL11
Eukaryotic Translation Termination	RPL12
Eukaryotic Translation Termination	RPL13
Eukaryotic Translation Termination	RPL13A
Eukaryotic Translation Termination	RPL14
Eukaryotic Translation Termination	RPL15
Eukaryotic Translation Termination	RPL17
Eukaryotic Translation Termination	RPL18
Eukaryotic Translation Termination	RPL18A
Eukaryotic Translation Termination	RPL19
Eukaryotic Translation Termination	RPL21
Eukaryotic Translation Termination	RPL22
Eukaryotic Translation Termination	RPL23
Eukaryotic Translation Termination	RPL23A
Eukaryotic Translation Termination	RPL24
Eukaryotic Translation Termination	RPL26
Eukaryotic Translation Termination	RPL26L1
Eukaryotic Translation Termination	RPL27
Eukaryotic Translation Termination	RPL27A
Eukaryotic Translation Termination	RPL28
Eukaryotic Translation Termination	RPL29
Eukaryotic Translation Termination	RPL3
Eukaryotic Translation Termination	RPL30
Eukaryotic Translation Termination	RPL31
Eukaryotic Translation Termination	RPL32
Eukaryotic Translation Termination	RPL34
Eukaryotic Translation Termination	RPL35
Eukaryotic Translation Termination	RPL35A
Eukaryotic Translation Termination	RPL36
Eukaryotic Translation Termination	RPL36A
Eukaryotic Translation Termination	RPL37
Eukaryotic Translation Termination	RPL37A
Eukaryotic Translation Termination	RPL38
Eukaryotic Translation Termination	RPL39
Eukaryotic Translation Termination	RPL3L
Eukaryotic Translation Termination	RPL4
Eukaryotic Translation Termination	RPL41
Eukaryotic Translation Termination	RPL5
Eukaryotic Translation Termination	RPL6
Eukaryotic Translation Termination	RPL7
Eukaryotic Translation Termination	RPL7A
Eukaryotic Translation Termination	RPL8
Eukaryotic Translation Termination	RPL9
Eukaryotic Translation Termination	RPLP0
Eukaryotic Translation Termination	RPLP1
Eukaryotic Translation Termination	RPLP2
Eukaryotic Translation Termination	RPS10
Eukaryotic Translation Termination	RPS11
Eukaryotic Translation Termination	RPS12
Eukaryotic Translation Termination	RPS13
Eukaryotic Translation Termination	RPS14
Export of Viral Ribonucleoproteins from Nucleus	AAAS
Export of Viral Ribonucleoproteins from Nucleus	HSPA1A
Export of Viral Ribonucleoproteins from Nucleus	M
Export of Viral Ribonucleoproteins from Nucleus	NP
Export of Viral Ribonucleoproteins from Nucleus	NS
Export of Viral Ribonucleoproteins from Nucleus	NUP107
Export of Viral Ribonucleoproteins from Nucleus	NUP133
Export of Viral Ribonucleoproteins from Nucleus	NUP153
Export of Viral Ribonucleoproteins from Nucleus	NUP155
Export of Viral Ribonucleoproteins from Nucleus	NUP160
Export of Viral Ribonucleoproteins from Nucleus	NUP188
Export of Viral Ribonucleoproteins from Nucleus	NUP205
Export of Viral Ribonucleoproteins from Nucleus	NUP210
Export of Viral Ribonucleoproteins from Nucleus	NUP214
Export of Viral Ribonucleoproteins from Nucleus	NUP35
Export of Viral Ribonucleoproteins from Nucleus	NUP37
Export of Viral Ribonucleoproteins from Nucleus	NUP43
Export of Viral Ribonucleoproteins from Nucleus	NUP50
Export of Viral Ribonucleoproteins from Nucleus	NUP54
Export of Viral Ribonucleoproteins from Nucleus	NUP62
Export of Viral Ribonucleoproteins from Nucleus	NUP85
Export of Viral Ribonucleoproteins from Nucleus	NUP88
Export of Viral Ribonucleoproteins from Nucleus	NUP93
Export of Viral Ribonucleoproteins from Nucleus	NUP98
Export of Viral Ribonucleoproteins from Nucleus	NUPL1
Export of Viral Ribonucleoproteins from Nucleus	NUPL2
Export of Viral Ribonucleoproteins from Nucleus	PA
Export of Viral Ribonucleoproteins from Nucleus	PB1
Export of Viral Ribonucleoproteins from Nucleus	PB2
Export of Viral Ribonucleoproteins from Nucleus	POM121
Export of Viral Ribonucleoproteins from Nucleus	RAE1
Export of Viral Ribonucleoproteins from Nucleus	RAN
Export of Viral Ribonucleoproteins from Nucleus	RANBP2
Export of Viral Ribonucleoproteins from Nucleus	SEH1L
Export of Viral Ribonucleoproteins from Nucleus	TPR
Export of Viral Ribonucleoproteins from Nucleus	XPO1
Extension of Telomeres	DKC1
Extension of Telomeres	DNA2
Extension of Telomeres	FEN1
Extension of Telomeres	LIG1
Extension of Telomeres	NHP2
Extension of Telomeres	PCNA
Extension of Telomeres	POLA1
Extension of Telomeres	POLA2
Extension of Telomeres	POLD1
Extension of Telomeres	POLD2
Extension of Telomeres	POLD3
Extension of Telomeres	POLD4
Extension of Telomeres	POLE
Extension of Telomeres	POLE2
Extension of Telomeres	PRIM1
Extension of Telomeres	PRIM2
Extension of Telomeres	RFC1
Extension of Telomeres	RFC2
Extension of Telomeres	RFC3
Extension of Telomeres	RFC4
Extension of Telomeres	RFC5
Extension of Telomeres	RPA1
Extension of Telomeres	RPA2
Extension of Telomeres	RPA3
Extension of Telomeres	RUVBL1
Extension of Telomeres	RUVBL2
Extension of Telomeres	TERT
Extension of Telomeres	WRAP53
Extracellular matrix organization	CMA1
Extracellular matrix organization	CTRB1
Extracellular matrix organization	CTRB2
Extracellular matrix organization	CTSG
Extracellular matrix organization	ELANE
Extracellular matrix organization	FURIN
Extracellular matrix organization	KLK2
Extracellular matrix organization	KLKB1
Extracellular matrix organization	MMP1
Extracellular matrix organization	MMP10
Extracellular matrix organization	MMP11
Extracellular matrix organization	MMP13
Extracellular matrix organization	MMP14
Extracellular matrix organization	MMP15
Extracellular matrix organization	MMP16
Extracellular matrix organization	MMP17
Extracellular matrix organization	MMP2
Extracellular matrix organization	MMP24
Extracellular matrix organization	MMP25
Extracellular matrix organization	MMP3
